Authors,Title,Publication,Year,Link,Paper ID,Abstract,coincidences
"['George Maise', 'Jesse Powell', 'James Powell']",MICE: A System of Compact Mobile Nuclear Reactor Probes to Explore the Deep Interior of Mars' North Polar Cap,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/4260/,4260,"The interior of the North Polar Cap on Mars holds a detailed record over millions of years of the ancient geology and atmosphere meteorology of the planet, the past solar, cosmic ray, and meteorid activity affecting it, and possibly, if Mars ever evolved life, microfossils, and traces of biologic chemicals.  The Polar Caps vast extent, thousands of square kilometers and kilometers thick, will require investigating its deep interior at thousands of locations, down to, and including, the bedrock at its base.  The MICE (Mars Ice Cap Explorer) system is a network of mobile compact nuclear reactor probes that can travel for many kilometers inside the Polar Cap, obtaining data on its internal structure and composition at thousands of locations.  It would measure the variations on atmosphere composition, both chemical and isotopic, over millions of years, the amount, composition, and nature of dust transported by winds, the rates and nature of the ancient solar, cosmic ray, and meteoroid activities, bedrock composition and stratigraphy, etc. along with a search for evidence of life.  A detailed reference design for the MICE probe is described.  Its pods are connected by a 2 meter tether.  The lower pod (N-Pod) contains the MICE reactor, heat exchangers and power equipment; outer diameter is 60 cm with a 1.2 m length.  The upper pod (I-Pod) contains the instrumentation, communication, and sample collection equipment with an OD of 60 cm.  Directed hot water jets on the 2 pods create a melt water channel in the ice sheet, allowing the probe to move upwards or downwards, vertically or at an angle, as desired.  The 500 kW MICE reactor enables a maximum travel rate of 200 meters per day.  The MICE reactor uses conventional nuclear technology, including commercial Zr/UO2 cermet fuel, water coolant/moderator, and a 10 kW(e) steam power cycle for controls, instrumentation, etc.  Its design and 3D Monte Carlo neutronic analyses of reactor criticality and burnup behavior are described.  The N-Pod has a dry mass of 110 kg; water for the reactor is obtained from the Mars ice sheet.  The instrumentation and communication systems for the I-Pod (50 kg) are described.  A baseline MICE mission is described in which a network 6 MICE probes travel inside the Polar Cap, communicating with a surface lander that relays data in real time to scientists on Earth, who control the movement and data collection activities of the probes, subject to speed of light delays.",2
"['Theres Gustafsson', 'Greger Thornell']",Manufacturing cost and lead time calculation applied to highly miniaturized systems for space,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/4668/,4668,"Microelectromechanical Systems (MEMS) are the embodiment of the sophisticated, diverse, fertile and multidisciplinary technologies stemming from microelectronics miniaturization. Potentially, this miniaturization increases the performance of spacecraft and enables new applications in space. Taken to its extreme, it allows for entirely miniaturized spacecraft which require a less costly launch, probably find an earlier time slot and are put to service earlier. Tactical rapid responsive systems, such as low weight Earth Observation satellites are a lucrative application example. However, this implies large manufacturing volumes and efficient processing, and hence necessitates a better understanding of MEMS process complexity. This is particularly important when adding design demanding and cost driving requirements, as those on vibration, radiation, and long term stability and reliability. 
MEMS fabrication differs from other types of fabrication in terms of the numerous processes involved, and their great variety. A component may involve several hundreds of operations. This partly explains the difficulty of planning and controlling the manufacturing, especially in terms of costs and lead times. Equally important, and related, is the yield that quickly decreases with the number of sequential steps and the degree of miniaturization. The fact that components with features far below 1 mm in size cannot be readily, if at all, repaired or even replaced, should not be ignored in this context.
Within this work, a model to estimate costs and lead times for integrated MEMS is being developed and evaluated. It takes critical parameters, such as process and equipment capacity, operating costs, need for labor attendance, batch sizes, etc., into account, and is applicable both to in-house production and outsourced fabrication, both on sites with a low or medium level of occupation.  
The model can be used when designing the components to predict the effects of choosing certain processes in terms of time and cost. Hence, it offers possibilities to adjust the design and the process scheme to decrease cost and manufacturing time, or at least balance these. Its flexibility makes it useful in both prototyping and full-scale production. 
MEMS technology has not yet penetrated the space field in a broad sense, due both to its youth and the spaceflight heritage requirement. Hopefully, this model will help relieve the “Catch 22”, where many MEMS components get stuck in the Technology Readiness Level (TRL) valley of death, i.e. the paradox of components not being allowed to fly in space as they haven’t been flown. By simplifying the control of MEMS fabrication and so render transparency to the technology, employing microcomponents and microsystems in space missions will become more attractive to space companies and space agencies.",4
['Jennifer Tanzman'],Material Considerations in the STEREO Solar Array Design,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/5998/,5998,"STEREO (Solar TErrestrial RElations Observatory) is the third mission in NASA’s Solar Terrestrial Probes program, and is scheduled to launch in July 2006, aboard a single Delta II 7925 launch vehicle. The STEREO program is managed by NASA Goddard Space Flight Center (GSFC).  Johns Hopkins University Applied Physics Lab (APL) is responsible for the STEREO spacecraft design and fabrication as well as observatory integration, testing, and mission operations.  This two-year mission will employ two nearly identical space-based observatories - one ahead of Earth in its orbit, the other trailing behind - to provide the first-ever stereoscopic measurements to study the Sun and the nature of its coronal mass ejections, or CMEs. STEREO's scientific objectives are to understand the causes and mechanisms of coronal mass ejection (CME) initiation, characterize the propagation of CMEs through the heliosphere, discover the mechanisms and sites of energetic particle acceleration in the low corona and the interplanetary medium, and improve the determination of the structure of the ambient solar wind.  
	The STEREO configuration is a dual-stacked configuration, tightly packaged with four instrument suites, two sets of composite solar arrays and a composite high gain antenna dish.  The four instrument suites are SECCHI, IMPACT, PLASTIC, and SWAVES, coming from the Naval Research Laboratory, the University of California-Berkeley, the University of New Hampshire, and the University of Minnesota.  These instrument suites are delivered to APL through the GSFC Program Office.  
The STEREO stacked observatory utilizes four sets of solar arrays, each of which experiences a two stage deployment on orbit.  This poster presentation illustrates material considerations in the solar array subsystem design.  It first focuses on the solar array substrate, considering material coefficient of thermal expansion (CTE) mismatch concerns when choosing a substrate to which to adhere the solar cells, initial modeling and testing of the substrates, and correlation of the model to the test results with respect to material behavior.  It then focuses on material considerations in the solar array hinge design, which was driven not just by function, but by a host of different material considerations, ranging from mass savings to fabrication time and material cost.",2
"['Rafael Rebolo Gomez', 'Paula Alvarez', 'Johan Steelant', 'Ezequiel González Martínez']",Micro heat spreaders based on microchannels for concentrated heatt fluxes on spacecraft subsystems,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/5167/,5167,"A micro heat spreader (MHS) is a micro-fluidic device designed for thermal management of electronic components by means of controlled liquid convection in a closed loop. In contrast to classical fluid loops, the design and the optimization of a micro heat spreader is complex. It requires an adaptation and a good understanding of the fluid dynamic behaviour at this subscale-level along with the fabrication process of micro electro-mechanical systems. Based on analytical predictions, this new approach would increase the heat dissipation with an order of magnitude compared to passive cooling strategies.

First, an overview will be given of what has been studied and developed so far on heat exchangers and micro-heat spreaders for dense heat fluxes. Their applicability towards a spacecraft environment will be assessed.

Secondly, under design/optimisation aspects, where massive numerical tools are not applicable, engineering approximations based in simplified methods and engineering correlations need to be developed. Classical engineering correlations do not always seem to be applicable for micro-fluidic devices, and new ones from CFD or EFD have been obtained. Simple models featuring the physical behaviour of the MHS allow for sensitivity analysis of geometrical and operational parameters, driving to an optimum design.

Finally, a MHS prototype based on microchannels, designed along the above mentioned considerations as a test demonstrator and using single phase fluid, will be discussed. Previously a less exigent design aimed to visualisation, rig calibration and priming process studies have been tested.",1
"['Tan Tian', ' Zhang Xiaomin', 'Zhang Jialei']",Mission Analysis of Formation Flying with Three Satellites for Earth Gravity Field Exploring,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/5532/,5532,"A mission of formation flying with three satellites for earth gravity field exploring is progressed in this paper, satellite-to-satellite tracking (SST) is established among the three satellites. Analysis and briefly design about this mission and corresponding simulation results are provided.
New characteristics and advantages of tri-satellite mission compared with twin-satellite mission: higher accuracy of exploring, higher sensitivity along latitude (east-west), improvement of temporal and spatial resolution on the side of time-varying gravity field.
In this paper, a tri-satellite formation is planned. Satellite A is behind of satellite B about 250km in same orbit. Satellite C in another orbit makes relative motion perpendicularity to the orbit plane of satellite A and B, the two end points of this relative motion track, together with the position of satellite A, constitute a equilateral triangle. Satellite A and satellite B compose a mode similar GRACE, satellite C upgrade the system with new pattern like pendulum.
A sun-synchronous orbit and polar orbit are designed with altitude about 500km. The formation initialization is implemented by accurate orbit control including altitude control and station control. A long term formation flying stabilization and maintenance is investigated, which utilizes differential atmospheric drag due to differential area-mass ratio of satellites. And a K-band ranging system (KBR) is used to satisfy the measurement accuracy of range between satellites.
This research is supported by CNSA(China National Space Administration).

Subject Words: Mission Analysis, Satellite Formation Flying, Earth Gravity",1
"['Garbiñe Atxaga', 'Jesús Marcos', 'Miguel Segura', 'Aitor Landaberea', 'Juan Carlos Antolin', 'Félix Lamela']",Multifunctional structures using high thermal conductivity fibres,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/4781/,4781,"This abstract summarizes the work performed within the frame of the Advanced Equipment Design (AED) project, ESA Contract 16725/02/NL/CK. 

The AED mini-project study has comprised four sub activities:
\begin{itemize}
\item Lightweight housings for equipment units.
\end{itemize}
\begin{itemize}
\item Improved design of large compact equipment assemblies.
\end{itemize}
\begin{itemize}
\item Multifunctional support panels for electronic equipment
\end{itemize}
\begin{itemize}
\item Lightweight electronic boxes for SAR antennas
\end{itemize}

The four sub activities are based in a common technological trend directed to improve electronic equipments housing and structures support by using lightweight alloys and composites and by producing more integrated designs, which demands to use high thermal dissipative materials. By means of this technology considerable volume and mass reductions can be achieved.

The goal of the sub-activity c) was to develop a multifunctional structure where structural, thermal and electrical functions are integrated. The Bread Board Model focuses on a mini-satellite spacecraft bus structure and has the PROTEUS bus as a reference application.

The structure is based on lightweight composite panels of 500*280 mm2 dimensions. To keep the doubler-associated mass increase as low as possible, the use of high thermal conductivity CFRP is a suited solution. These fibers are combined with mechanical resistance effective layers.

The implementation of the MFS concept and its performance under representative environmental loading has been assessed to demonstrate the robustness of this system. The Multifunctional Support Panel Bread Board Model (MFSP BBM) has been equipped with a “dummy” electrical functionality that serves to demonstrate experimentally the performance of the multifunctional panels from the functional, mechanical, thermal and shielding point of view. Detailed analysis including FEM analysis, manufacturing and component level tests have been performed within the frame of this sub-activity.

It can be concluded that the MFS (MultiFunctional Structures) technology has been applied and proved successfully. It is confirmed that important mass and volume savings can be obtained applying this technology.",1
"['Julie A. Robinson', 'Donald A. Thomas']",NASA Utilization of the International Space Station and the Vision for Space Exploration,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/4420/,4420,"In response to the U.S. President’s {\it Vision for Space Exploration} (January 14, 2004), NASA has revised its utilization plans for ISS to focus on (1) research on astronaut health and the development of countermeasures that will protect our crews from the space environment during long duration voyages, (2) ISS as a test bed for research and technology developments that will insure vehicle systems and operational practices are ready for future exploration missions, and (3) a small amount of fundamental research in life and microgravity sciences to sustain this research capability.  

A critical strategy for optimizing use of ISS during assembly is to focus on getting suitable human physiological data on crewmembers, so that information from each human “subject” living on orbit can be used to better understand the effects of spaceflight on human physiology.  Biological sample collection and return requires relatively little upmass and downmass, but has high potential payoff of information for planning future exploration missions.  The new ISS Medical Project (ISSMP) will be developing and focusing human research on understanding typical physiology on long-duration missions and developing an integrated suite of countermeasures for the negative effects of spaceflight on human health.  

Major systems will soon be tested on ISS, starting with an oxygen generation system in 2006-2007 and followed by a water recovery system.  Testing of these systems early will improve our ability to design and operate closed-loop life support systems for future exploration.  They will also facilitate expansion to a crew of six, which will provide more crewtime for utilization of NASA and international partner research facilities.  The ongoing experience of operating ISS is also important for developing and validating operations procedures for future explorations missions.  

There have been significant research accomplishments that are important for achieving the {\it Exploration Vision}.  Some of these have been formal research payloads, while others have come from research based on the operation of ISS.  We will review a selection of these experiments and results, as well as outline some of ongoing and upcoming research. The ISS represents the only opportunity to perform on-orbit long-duration studies of human health and performance and technologies relevant for future long-duration missions planned during the next 25 years.  Even as NASA focuses on developing for the CEV and the return to the moon (2015-2020), making sure that the right experiments are completed on ISS is fundamental to the success of NASA’s {\it Exploration Vision}.",1
['Rubén Salvador Edo'],Nanophotonics and Optical MEMS: Building All-Optical Satellites,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/5048/,5048,"The current trend in satellites design is to develop smaller and smarter satellites in order to obtain high performance communications systems with complex on board digital processing. They are light and cheaper to launch, but consequently they have less shielding, less redundancy and less space radiation resistance since high integrated electronics implies low voltages.

The radiation hazards to electronics in space mean one of the main problems in high performance satellites, since they could entail fatal failure of the satellite, even the destruction of electronic components.

My proposal is using emergent technologies like nanophotonics for the signal processing subsystem, and optical MEMS for the optical beamforming in the space communications subsystem, since these technologies solve the radiation hazards and can be directly interfaced by photonic methods.

The advantages of nanophotonics with regard to electronics are their higher information transmission capacity, their reduced weigh, their very low power consumption and their extremely reduced susceptibility to space radiation. These high performances are due to the lightwave is guided by photonic crystals in nanophotonic devices. Photonic crystals are nanostructured materials (like porous silicon) which only propagate a specific wavelength, strongly attenuating the rest of the electromagnetic radiation. In addition, recent researches suggest using quantum dots to implement teleportation of quantum information (qubit) via single photons, which could lead to a future high performance quantum memory.

On the other hand, we can implement adaptive micro-optic devices like MEM-DM (micro-electro-mechanical Deformable Mirrors) for free space optical telecommunications (for satellite to satellite communications or satellite to earth communications). This device is a matrix of high quality surface mirrors that can be implemented using standard surface silicon micromachining.

That means that,in a single silicon substrate, we can integrate the telecommunications transceiver (MEM-DM), the high speed and reliable signal processor (nanophotonics) and additional electronics: all of them manufactured with standard CMOS processes.",1
"['Jian Jun Xing', 'Guo-jin Tang', 'Hai-yang Li']",New Method of the Analytic Periodic Solution for Spacecraft Formation in Elliptical Orbits,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/4554/,4554,"Formation flying is key technology for both deep-space and orbital applications that involve multiple spacecrafts. Many future space applications will benefit from using formation flying to perform distributed observation and to provide improved coverage for surveillance. The design and evolution of the relative geometry is very important for formation flying. In this paper, an analytic method is presented to establish the periodic relative motion conditions and investigate the design approach and the evolution of the formation geometry in any elliptical reference orbits. Based on the fact of the energy equation between formation spacecrafts under the influence of a point-mass central body, necessary and sufficient conditions of periodic relative motion are presented considering the nonlinearity and eccentricity. Utilizing the presented method, we can solve not a set of nonlinear differential equations but an algebraic equation to find the two initial conditions of periodic relative motion. Using those initial conditions, formation spacecrafts could keep the periodic relative motion and could not consume any fuel onboard. The generating periodic relative motion conditions are general which do not involve any simplify assumptions except the point-mass central gravitation and fit for arbitrary values of the true anomaly of the elliptical reference orbit. Using the periodic relative motion condition as the algebraic constraint equation, the linearized differential equations of relative motion in arbitrary elliptical reference orbits could be solved simpler. Don't requiring the evaluation of a definite integral and the use of the monodromy matrix, the elegant analytic solution of periodic relative motion is developed. A great of insight could be gained from the simple analytic solution of relative motion in any elliptical orbit. These simple expressions permit the use of intuitive design methods, similar to the methods for circular orbits, to be used to specify formation parameters in eccentric orbits. Some type formations are designed. The numerical simulations verify the validity and accuracy of the proposed design method.",1
"['Shoji Kitamura', 'Yasushi Ohkawa', 'Yukio Hayakawa', 'Hideki Yoshida', 'Katsuhiro Miyazaki']",Overview and research status of the JAXA 150-mN Ion Engine,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/4718/,4718,"Research of the 150-mN-class ion engine has been conducted at the Institute of Aerospace Technology of the Japan Aerospace Exploration Agency.  The objective of this research is to establish basic xenon ion propulsion technology for future applications requiring high thrust levels. There are great demands for ion engines with such high thrust levels.
   The ion thruster under development has a discharge-chamber with ring-cusp magnets and an ion accelerating system with three grids of a 35-cm beam diameter.  With repeated design improvements and fabrications so far, the thruster has already achieved the target value of ion production cost less than 140 W/A with a good margin at 150-mN operations.  Thrusting capability tests were also conducted, and wide thrust range from 80 to 200 mN was obtained at 1.8 to 4.6-kW power consumption.
   Main hollow cathodes are one of the critical parts of ion thrusters in terms of their lives.  One of the serious problems occurring to them was erosion of a keeper electrode and an orifice plate due to ion sputtering.  To overcome this, the material of the keeper and the orifice was changed from metal to graphite.  Preliminary tests of the new hollow cathodes were conducted.  After the tests, the cathodes were disassembled and inspected, and no problems were found on them.  At present, a cathode life test is being prepared to confirm endurance of the cathode.
   Electron emission characteristics of neutralizer hollow cathodes were obtained in ion beam neutralizing operation.  In this operation, the ion thruster including the neutralizer was electrically isolated from the ground, and the engine floating voltage was measured with changing the propellant flow rate.  Results showed that the engine floating voltage was almost constant at 16 to 17 V for the flow rate range of about 100 to 250 mAeq., and the voltage did not depend on the beam current.  This electron emission capability is enough for 150-mN class ion thrusters.
   The ion propulsion system using the 150-mN thrusters will require very high levels of electric power, and thus the power-processing unit is one of the critical components in the system in point of high power.  Preliminary research on the power-processing unit has been started, and trial fabrication of a lab-model power-processing unit has been conducted.  In an operation test of the power-processing unit with a thruster, we attained an overall power efficiency of 0.88.",2
"['Hector Brito', 'Roque De Alessandro', 'Carlos Dominguez', 'Enrique Calcagni', 'Eugenio Galian']",P4S-1 Solid Propellant Pulsed Plasma Thruster - Development Tests,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/4703/,4703,"Instituto Universitario Aeronáutico is developing an Ablative Pulsed Plasma Thruster as a low cost-mass-power simple, safe and highly efficient propulsion option for microsatellite or low-cost satellite orbit and/or attitude control. System concept study, manufacturing and pre-development testing activities have already been performed, together with the design and implementation of a “resonant blade” thrust stand with which experimental accuracy levels around 5% have been demonstrated without extensive statistical treatment. 

The development phase, geared toward identifying and solving technological as well as programmatic critical issues, started in 2002 and lasted until end 2004. The purpose of this paper is to present the main results of firing testing during the development phase, with emphasis in the problems encountered, test data analysis and corrective actions definition and implementation. Main activities pointed to minimize power losses and the thruster self-inductance, as well as increasing the firing time and improving ablated mass measurements. As a result, a steady increase of ablated mass and impulse bit was observed throughout this phase having at the end approached the nominal design values. 

The qualification phase is presently underway on the basis of lessons learnt during the former, having been translated into a flight rated design of the thruster. This phase is directed to address some issues still pending of resolution such as endurance of electrodes, spark plugs and power electronics, together with propellant consumption evolution patterns.",1
"['Hironori Sahara', 'Shinichi Nakasuka', 'Chisato Kobayashi']",Propulsion System on Hydrogen Peroxide Mono-Propellant for Panel ExTension SATellite (PETSAT),"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/4807/,4807,"Space Oriented Higashi-Osaka Leading Association (SOHLA) and University of Tokyo collaborate to develop Panel ExTension SATellite (PETSAT) which is a microsatellite based on innovative design concept and contributes to reducing cost and manufacturing period of microsatellites via standardizing subsystem panels, and intend to launch SOHLA-2 as the first demonstrator of PETSAT. You can make a microsatellite for your missions by installing subsystem panels you need via PETSAT for moderate price and period. Some missions will require propulsion system in order to attain a maneuver. But the conventional propulsion is awfully expensive since it is developed as a unique or identifiable product by proper specialists with quite high reliability. 
Here, we are devoting ourselves to develop a propulsion system of moderate price and decent performance for PETSAT. Microsatellites generally require large thrust density with low power for short lifetime, which suggests that Chemical Propulsion is the most suitable for microsatellites. Furthermore, it is the most important that microsatellites like PETSAT may be fabricated by non-proper specialist of propulsion, and SAFETY FIRST POLICY is the first priority even if its performance is sacrificed to some extent. Based on the concepts, we selected Hydrogen Peroxide Monopropellant (HP MONO) or Bipropellant of a combination of Hydrogen Peroxide and Ethanol (HP-E BI).
Indeed Hydrogen Peroxide (HP) is no-toxic, no-caustic, and no-explosive propulsion, but it is such strong oxidizer that burns skin and it intensively decomposes by microscopic scratch on its storage tank and may blow out it. It indicates that HP of lower concentration level is more suitable for PETSAT based on the SAFETY FIRST POLICY and we did not choose Rocket Grade Hydrogen Peroxide (RGHP) but HP solution of 50 \% or 60 \% which is commonly used as a food additive so that it is one of the Commercial Off The Shelf (COTS) products.
Higher performance of HP decomposition is desirable and we selected Manganese Dioxide (MnO2), RAC-37 and RAC-38 of active carbon, silver (Ag), or Platinum (Pt) and so on as candidates of catalyst. We fabricated propellant supplying system as a breadboard model of propulsion for microsatellites, and designed a test thruster with catalyst bed and injectors, which has ability to exchange catalyst bed with other sizes or ratio of catalysts.
Now we are conducting the preliminary test of HP decomposing and thruster injection with the system in order to obtain characteristics of its performances. Details are shown in our presentation.",2
"['Kenol Jules', 'Paul Lin']",Real Time on-line Space Research Laboratory Environment Monitoring with off-line Trend and Prediction Analysis,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/4699/,4699,"One of the responsibilities of the NASA Glenn Principal Investigator Microgravity Services is to support NASA sponsored investigators in the area of reduced-gravity acceleration data analysis, interpretation and the monitoring of the reduced-gravity environment on-board various carriers.  With the International Space Station currently operational, a significant amount of acceleration data is being down-linked and processed on ground for both the space station onboard environment characterization (and verification) and scientific experiments. Therefore, to help principal investigator teams monitor the acceleration level on-board the International Space Station to avoid undesirable impact on their experiment, when possible, the NASA Glenn Principal Investigator Microgravity Services developed an artificial intelligence monitoring system, which detects in near real time any change in the environment susceptible to affect onboard experiments.

The main objective of the monitoring system is to help research teams identify the vibratory disturbances that are active at any instant of time onboard the International Space Station that might impact the environment in which their experiment is being conducted. The monitoring system allows any space research scientist, at any location and at any time, to see the current acceleration level on-board the Space Station via the World Wide Web. From the NASA Glenn’s Exploration Systems Division web site, research scientists can see in near real time the active disturbances, such as pumps, fans, compressor, crew exercise, re-boost, extra-vehicular activity, etc., and decide whether or not to continue operating or stopping (or making note of such activity for later correlation with science results) their experiments based on the g-level associated with that specific event. A dynamic graphical display accessible via the World Wide Web shows the status of all the vibratory disturbance activities with their degree of confidence as well as their g-level contribution to the environment. 

The system can detect both known and unknown vibratory disturbance activities. It can also perform trend analysis and prediction by analyzing past data over many Increments of the space station for selected disturbance activities. This feature can be used to monitor the health of onboard mechanical systems to detect and prevent potential system failure as well as for use by research scientists during their science results analysis. Examples of both real time on-line vibratory disturbance detection and off-line trend analysis are presented in this paper. Several soft computing techniques such as Kohonen’s Self-Organizing Feature Map, Learning Vector Quantization, Back-Propagation Neural Networks, and Fuzzy Logic were used to design the system.",2
"['Brent Buffington', 'Nathan Strange']",Science-Driven Design of ENCELADUS Flyby Geometry,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/5493/,5493,"As a result of exciting new discoveries made by the Cassini spacecraft, Enceladus has emerged as one of the primary targets for exploration in the Solar System.  Numerous Enceladus flybys have revealed an active cryovolcanic south polar region that includes a plume extending over 250 km from Enceladus’ surface.  With these finding, Enceladus has joined the elite company of Europa and Mars as the only extraterrestrial bodies in the Solar System thought to contain near-surface liquid water.

For the Cassini mission, several new trajectory design techniques have been developed to optimize Enceladus flybys for particular instruments in order to better address specific Science questions.  This paper will describe the different classes of flyby geometries and develop analytic expressions to solve for the optimal geometry associated with both in-situ and remote sensing instruments.  These techniques are currently being implemented to modify and improve Enceladus science return during the Cassini prime mission, and will be used to optimize Enceladus flyby geometry in the Cassini extended mission.  These techniques are also very relevant to the design of future missions to Enceladus.
 
Note: May also be relavent to sessions A3.2 (Solar System Exploration) and/or C1.8 (Mission and Constellation Design).",1
['Zhong Wen Yan'],Skyswitch: the conceptual design of the Chinese broadband multimedia communication satellite system,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/4745/,4745,"Broadband satellite communication is an important trend in the development of satellite communication today. Since the 1980’s, broadband multimedia satellite system experienced its fast expansion in the beginning, to its depression at the turn of the century, and its revitalization in recent years.

Broadband multimedia communication satellite system is an advanced communication system that incorporates modern electronics technology, communication technology and network technology. It is an essential part of the entire communication network and a necessary supplement for terrestrial network. A communication system integrated with space and ground network will bring great conveniences to people.

Judging from the history of the development of broadband satellite, one can see many new technical trends. In orbit selection, from the co-existence of MEO, LEO and GEO in early days to the preference of GEO orbit today; in frequency planning, from Ku band to Ka band; in antenna coverage, it is extended to multiple beams and combined beams; in transponder technology, from transparent transmission to regenerative and processed transmission; in satellite platform, to large scale, high power platform and high ‘payload/platform ratio’; in communication technology, to high efficiency modulation/demodulation, high coding gain and high performance error correction; in terminal application, from isolated terminal usage to unified scheduling and management by network management center. These technology advances help the broadband multimedia communication satellite system meet the market demand better, and provide more profits.

The Skyswitch Project plans to use Ka band. It employs 11 communication antennas to form 32 beams and makes seamless coverage of Chinese territory. There are 5 different widths of beams according to the geographical and service demand in the service area. Satellite EIRP ranges from 53.5dBw to 65 dBw. 4-color frequency reuse scheme is adopted in the system and each frequency is reused 8 times. The highest uplink information rate of the terminal is 2.048Mbps and in the downlink the highest rate of terminal reception is as high as 100Mbps. The satellite processing rate is up to 3.4Gbps. In the uplink, the access method is MF-TDMA and in the downlink the signal is time division multiplexed. The transport, multiplex and switching architecture of system is ATM. The network architecture is IP over ATM.

To meet the requirements of payload, DFH-4, the most powerful satellite platform in China today, will be used. Its RF output power is 3000~4000w.
In this paper, we introduce the overall system architecture of the Skyswitch system and the technical scheme of its platform, payload and network management center.",2
"['John Lymer', 'Dan King']",Space Exploration: Man or Machine,"IAC 2006 congress proceedings, 57th  International Astronautical Congress (IAC),  2–6 October 2006, Valencia, Spain",2006,https://dl.iafastro.directory./event/IAC-2006/paper/5558/,5558,"The direction of near term space exploration is at a decision point. The question at hand is whether it is beneficial to mount robotic missions to the moon and Mars to pave the way for future, comfortable human exploration and settlement, or whether it is more efficient to mount a series of progressively more sophisticated missions with the aim of successfully allowing humans to be the first settlers of the moon and explorers of Mars.

The path of exploration for the last few decades has been to trail blaze with expendable robotic machines with the idea that once we get enough experience with the robots, and a basic infrastructure established, we could send humans. The scientific data collected during the frequent and often inexpensive robotic missions provides highly desired information that, like all new information, leaves scientists with more questions than answers, but one step closer to the truth. With each mission, the data returned brings us closer to executing a human mission with acceptable risk. Once a human is allowed to explore, the volume of returned information and progress towards settlement increases dramatically.

Recently, the direction of lunar exploration at NASA has shifted to a human oriented approach. The idea is to return humans to the moon using available technology, much along the lines of the Apollo program. Early robotic exploration missions are included in the plan, but their role is limited to basic environmental and topological data collection. The rationale is that humans are much more capable, dependable and cost efficient than robotic explorers and builders. 

This paper will explore the benefits of each approach and propose a cost effective solution that exploits the strengths of both. The lessons learned from recent robotic Mars exploration missions and the Robotic Hubble Repair Mission will be applied to a cooperative human–robotic solution for the Vision for Space Exploration.",1
